sentence_1,sentence_2,label
man debugs useful application .,woman cooks tasty dinner .,0.07150780409574509
skillful woman bakes sauce .,skillful man debugs software .,0.15961401164531708
man cooks dinner .,skillful person cooks meal .,0.6643342971801758
person cooks sauce .,skillful person bakes dinner .,0.5838428139686584
woman prepares tasty meal .,person bakes tasty sauce .,0.5584693551063538
man prepares application .,woman prepares dinner .,0.02786828577518463
skillful person debugs software .,skillful person cooks meal .,0.2121434509754181
person debugs useful application .,man bakes tasty sauce .,0.08364707976579666
skillful man prepares sauce .,woman prepares tasty meal .,0.4611738920211792
woman bakes dinner .,man prepares useful application .,0.12424701452255249
woman runs program .,man debugs useful application .,0.1838916391134262
skillful man cooks dinner .,woman prepares useful application .,0.00810643844306469
man cooks dinner .,skillful man runs software .,0.22267311811447144
person runs useful application .,person prepares software .,0.5616199374198914
man prepares software .,man bakes tasty dinner .,0.24596300721168518
woman cooks meal .,person bakes tasty sauce .,0.4799373149871826
woman cooks meal .,person prepares tasty meal .,0.6213964819908142
man cooks tasty meal .,skillful person cooks sauce .,0.600195050239563
skillful person cooks sauce .,man prepares software .,0.259941041469574
skillful person debugs software .,skillful woman prepares application .,0.33788108825683594
skillful person cooks sauce .,person cooks sauce .,0.9194948673248291
man runs software .,man prepares software .,0.8348556756973267
woman cooks tasty dinner .,person runs useful program .,0.024243544787168503
person runs software .,man prepares software .,0.6645234823226929
person runs program .,person cooks meal .,0.24605928361415863
woman cooks meal .,woman runs useful application .,0.22792652249336243
person cooks meal .,person cooks sauce .,0.7452405095100403
man bakes tasty dinner .,skillful man runs software .,0.2075423151254654
woman debugs useful program .,person prepares useful application .,0.27194932103157043
person runs useful application .,woman cooks tasty dinner .,0.05899132043123245
person debugs useful software .,man prepares program ,0.2802875339984894
man debugs useful program .,woman cooks tasty meal .,0.055485840886831284
skillful woman bakes meal .,man debugs useful program .,0.011708107776939869
man runs software .,woman cooks dinner .,0.04539664834737778
skillful man prepares software .,man prepares application .,0.6273025274276733
man prepares program ,woman runs software .,0.28202298283576965
skillful person bakes sauce .,person prepares tasty sauce .,0.7339997887611389
man debugs application .,person prepares useful program .,0.3710560202598572
man prepares useful application .,person debugs useful application .,0.4492442309856415
woman debugs application .,skillful man bakes dinner .,0.035469137132167816
woman debugs useful application .,person prepares useful program .,0.32629698514938354
man prepares useful application .,skillful woman bakes meal .,0.0037865331396460533
skillful man cooks dinner .,person debugs useful software .,0.03245437517762184
man runs software .,woman runs program .,0.4073868691921234
person bakes tasty sauce .,skillful person cooks sauce .,0.8040224313735962
woman prepares dinner .,person prepares useful application .,0.13418461382389069
person cooks meal .,woman bakes dinner .,0.5229382514953613
woman cooks tasty dinner .,man prepares application .,0.148555725812912
woman runs useful application .,woman prepares program .,0.5834633708000183
person prepares useful program .,man prepares software .,0.7215371131896973
woman bakes tasty meal .,person runs program .,0.031183462589979172
person prepares tasty meal .,woman debugs software .,0.022110776975750923
man prepares useful application .,skillful man prepares program .,0.7012518644332886
person prepares tasty sauce .,man debugs program .,0.10114137828350067
woman prepares sauce .,skillful woman runs program .,0.3822595179080963
man prepares program ,skillful woman debugs program .,0.3228619694709778
person prepares useful application .,man prepares software .,0.6293429732322693
woman prepares tasty meal .,man bakes tasty sauce .,0.41215360164642334
skillful man debugs software .,skillful man cooks dinner .,0.19997844099998474
woman prepares dinner .,skillful person prepares meal .,0.6129128932952881
skillful man bakes dinner .,woman bakes dinner .,0.6093475222587585
person cooks sauce .,skillful person prepares meal .,0.6195796132087708
skillful person cooks sauce .,skillful man prepares software .,0.36495241522789
woman runs software .,woman bakes dinner .,0.2496495246887207
man prepares useful software .,skillful woman prepares meal .,0.17403627932071686
skillful man runs software .,skillful man bakes dinner .,0.32518309354782104
person cooks dinner .,man debugs useful software .,0.00033708009868860245
person prepares software .,man debugs program .,0.4206938147544861
skillful person cooks meal .,woman runs program .,0.10973317176103592
person prepares useful program .,man cooks tasty sauce .,0.16702842712402344
person runs program .,man prepares useful software .,0.41719794273376465
person debugs useful software .,skillful person bakes sauce .,0.20221206545829773
person runs software .,woman prepares sauce .,0.1612873375415802
skillful man cooks sauce .,woman prepares dinner .,0.30898115038871765
man cooks tasty meal .,man runs software .,0.3157188892364502
man prepares program ,man bakes tasty sauce .,0.3421272337436676
skillful man cooks dinner .,man prepares dinner .,0.8076157569885254
person runs useful application .,person prepares program .,0.5270581841468811
skillful man prepares program .,skillful man bakes meal .,0.4217667281627655
man prepares meal .,skillful man cooks sauce .,0.654511570930481
woman bakes dinner .,skillful person bakes dinner .,0.7129538655281067
woman cooks tasty meal .,skillful man prepares program .,0.002235736232250929
woman prepares program .,skillful person cooks meal .,0.1620209515094757
woman bakes tasty meal .,woman prepares tasty meal .,0.7821503281593323
person prepares useful application .,woman bakes dinner .,0.059272896498441696
person prepares program .,skillful woman bakes meal .,0.11921579390764236
skillful man prepares software .,person debugs useful software .,0.47099581360816956
woman runs useful application .,skillful woman prepares meal .,0.35064220428466797
man debugs useful program .,skillful man prepares program .,0.35461845993995667
man debugs application .,person debugs useful application .,0.8035966753959656
person prepares tasty sauce .,woman prepares useful application .,0.26409977674484253
woman runs application .,skillful woman runs program .,0.7567310929298401
woman debugs useful application .,woman runs program .,0.4217575192451477
woman cooks dinner .,skillful man prepares software .,0.025209102779626846
person debugs useful software .,skillful man cooks meal .,0.05844610184431076
woman runs application .,person bakes dinner .,0.0824347585439682
man cooks sauce .,woman bakes dinner .,0.2398277372121811
person debugs useful software .,skillful person cooks sauce .,0.17752903699874878
man prepares application .,man debugs program .,0.3476774990558624
skillful woman bakes sauce .,woman prepares useful application .,0.39664316177368164
skillful man prepares software .,man bakes tasty sauce .,0.3118404150009155
skillful woman prepares application .,man prepares meal .,0.16662414371967316
woman debugs software .,person bakes tasty sauce .,0.1208052709698677
person cooks meal .,man prepares useful software .,0.14069049060344696
skillful man prepares software .,skillful man cooks dinner .,0.3832013010978699
skillful man cooks sauce .,man debugs useful program .,0.17321398854255676
skillful woman bakes meal .,person prepares tasty sauce .,0.3915749490261078
skillful man cooks sauce .,woman bakes tasty meal .,0.28205201029777527
man debugs program .,woman debugs application .,0.7137334942817688
woman runs useful application .,skillful person cooks meal .,0.13071511685848236
woman prepares dinner .,skillful man cooks meal .,0.3950103521347046
woman bakes dinner .,man prepares software .,0.08429792523384094
man cooks sauce .,person cooks sauce .,0.8719696998596191
woman prepares dinner .,person debugs useful software .,0.0014640877489000559
person cooks dinner .,woman debugs application .,0.020593397319316864
person cooks meal .,person cooks sauce .,0.7452405095100403
skillful person cooks meal .,person cooks dinner .,0.7941912412643433
skillful woman runs program .,person prepares tasty meal .,0.17845235764980316
skillful person cooks sauce .,woman runs software .,0.18062669038772583
person prepares software .,woman runs application .,0.3411387801170349
man cooks tasty sauce .,man debugs program .,0.16894076764583588
person debugs useful application .,man cooks tasty meal .,0.009787918999791145
woman cooks tasty meal .,skillful woman prepares application .,0.29257193207740784
man prepares dinner .,skillful man bakes meal .,0.6019721031188965
man debugs useful application .,person debugs useful application .,0.8331945538520813
person prepares program .,woman debugs useful program .,0.31083008646965027
woman prepares useful application .,man debugs useful software .,0.23322726786136627
person debugs useful software .,person runs useful application .,0.5498631000518799
skillful man bakes meal .,man cooks dinner .,0.6281794905662537
skillful person bakes dinner .,woman bakes tasty meal .,0.6971805691719055
skillful man prepares program .,man debugs application .,0.29015180468559265
person debugs useful software .,man prepares useful application .,0.4141470491886139
man prepares meal .,skillful man cooks sauce .,0.654511570930481
man prepares software .,woman runs application .,0.21097111701965332
woman prepares tasty meal .,woman debugs useful program .,0.16870655119419098
man debugs useful application .,man bakes tasty meal .,0.10158602893352509
person runs application .,person cooks sauce .,0.2017894685268402
woman runs useful application .,skillful man debugs software .,0.25201189517974854
person prepares tasty sauce .,man prepares software .,0.3430911600589752
woman prepares program .,skillful woman prepares meal .,0.5473105311393738
person prepares program .,woman prepares program .,0.7905892133712769
person runs application .,woman runs application .,0.7501569390296936
skillful person cooks sauce .,woman debugs application .,0.09184374660253525
skillful man cooks sauce .,skillful person prepares meal .,0.5907840728759766
skillful woman debugs program .,person prepares program .,0.4218834340572357
person prepares useful application .,man bakes tasty sauce .,0.14145977795124054
man debugs useful software .,woman cooks tasty meal .,0.04296361654996872
person runs useful program .,person cooks sauce .,0.237938791513443
woman runs program .,man debugs useful program .,0.24847352504730225
man debugs useful application .,skillful man cooks dinner .,0.08919546008110046
woman prepares program .,person runs useful program .,0.4847334623336792
man debugs useful application .,woman bakes tasty meal .,0.03401108458638191
skillful man runs software .,man prepares software .,0.7505073547363281
skillful woman prepares meal .,skillful man bakes meal .,0.5079664587974548
skillful woman bakes meal .,woman debugs software .,0.22103890776634216
skillful person prepares meal .,woman cooks tasty dinner .,0.4845248758792877
skillful man cooks sauce .,person runs software .,0.20363721251487732
woman debugs useful program .,woman runs useful application .,0.5601452589035034
woman cooks tasty meal .,person prepares program .,0.05249352380633354
skillful woman prepares meal .,person prepares tasty meal .,0.7529109120368958
person prepares tasty sauce .,woman cooks tasty meal .,0.5361359119415283
woman prepares sauce .,skillful woman debugs program .,0.2918746769428253
man prepares software .,skillful man cooks dinner .,0.30800503492355347
skillful person bakes meal .,man prepares software .,0.18210330605506897
person cooks sauce .,skillful man bakes meal .,0.4934108555316925
skillful man bakes meal .,person debugs useful application .,0.07898283004760742
man prepares meal .,person runs useful program .,0.21344822645187378
woman cooks tasty dinner .,skillful person prepares meal .,0.4845248758792877
skillful man cooks dinner .,skillful person bakes meal .,0.5981113910675049
person cooks sauce .,man bakes tasty sauce .,0.7323075532913208
woman runs program .,skillful woman debugs program .,0.5490171909332275
skillful man prepares sauce .,person debugs useful software .,0.09618166834115982
woman runs program .,skillful woman runs program .,0.908166229724884
skillful person bakes sauce .,person prepares useful program .,0.3209156095981598
man bakes tasty meal .,person prepares software .,0.13400425016880035
man cooks dinner .,woman runs program .,0.03357061371207237
man debugs application .,woman runs program .,0.2370174080133438
skillful person debugs software .,woman bakes dinner .,0.020781781524419785
man debugs application .,person cooks sauce .,0.07395680993795395
man prepares software .,skillful woman prepares application .,0.3659939169883728
person cooks dinner .,skillful person bakes dinner .,0.7711106538772583
man cooks tasty meal .,skillful woman prepares meal .,0.47144538164138794
woman prepares useful application .,man bakes tasty meal .,0.03288063034415245
man prepares dinner .,man prepares useful software .,0.3645552396774292
woman prepares dinner .,skillful woman bakes meal .,0.6036579608917236
man prepares useful software .,skillful man cooks meal .,0.32758796215057373
skillful man debugs software .,woman bakes tasty meal .,0.004008154384791851
skillful person debugs software .,skillful person cooks meal .,0.2121434509754181
man bakes tasty meal .,woman prepares program .,0.020629338920116425
man prepares application .,woman bakes dinner .,0.15488353371620178
person debugs useful software .,person runs software .,0.5753231048583984
person prepares tasty meal .,person prepares tasty sauce .,0.7999324798583984
person bakes tasty sauce .,skillful woman bakes sauce .,0.7855648994445801
woman debugs useful program .,woman prepares dinner .,0.17078933119773865
skillful man debugs software .,skillful person cooks meal .,0.16555443406105042
woman bakes tasty meal .,woman debugs useful program .,0.1938887983560562
woman debugs useful application .,woman debugs software .,0.9051877856254578
skillful person bakes sauce .,woman debugs application .,0.14312522113323212
skillful man cooks dinner .,woman runs useful application .,0.03304344788193703
skillful person bakes dinner .,man debugs useful program .,0.039015032351017
woman runs application .,woman prepares sauce .,0.2883925139904022
woman debugs software .,person cooks sauce .,0.09990300983190536
person cooks meal .,person runs useful application .,0.20001961290836334
person prepares program .,person runs software .,0.5719099640846252
person debugs useful software .,skillful person bakes sauce .,0.20221206545829773
person cooks sauce .,woman prepares program .,0.18960842490196228
person runs useful program .,woman runs application .,0.5526936054229736
person bakes dinner .,person cooks meal .,0.7613118290901184
man prepares application .,man prepares program ,0.7538418173789978
skillful man bakes dinner .,woman bakes tasty meal .,0.5648317337036133
person runs application .,woman runs software .,0.5076478719711304
skillful man cooks sauce .,skillful man cooks dinner .,0.7545853853225708
person prepares program .,skillful person prepares meal .,0.4833403527736664
woman debugs software .,man prepares meal .,0.03282051533460617
woman runs program .,skillful person bakes dinner .,0.1046341061592102
woman cooks meal .,skillful woman debugs program .,0.19613710045814514
man bakes tasty sauce .,man cooks tasty meal .,0.7395001649856567
person runs application .,man cooks dinner .,0.06668726354837418
man prepares useful application .,skillful woman bakes meal .,0.0037865331396460533
woman cooks tasty meal .,man cooks sauce .,0.41412943601608276
man prepares program ,man prepares meal .,0.5174129009246826
skillful man runs software .,skillful woman debugs program .,0.466400682926178
woman cooks dinner .,person prepares useful application .,0.05461809039115906
woman prepares tasty meal .,man debugs useful program .,0.04058104753494263
woman prepares tasty meal .,man prepares meal .,0.6253730058670044
woman runs program .,skillful man prepares program .,0.33554866909980774
skillful man bakes dinner .,skillful man bakes meal .,0.9108970761299133
skillful man cooks dinner .,woman runs program .,0.052859995514154434
man prepares meal .,woman debugs software .,0.03282051533460617
person prepares useful program .,man cooks tasty sauce .,0.16702842712402344
skillful man cooks sauce .,person runs useful application .,0.13851617276668549
man runs software .,person prepares useful application .,0.4779717028141022
woman prepares dinner .,man runs software .,0.02868167869746685
woman runs useful application .,man debugs useful application .,0.26609867811203003
woman prepares useful application .,skillful person cooks meal .,0.1711096465587616
man bakes tasty dinner .,person bakes dinner .,0.8104517459869385
person debugs useful application .,person bakes tasty sauce .,0.1697544902563095
person cooks sauce .,woman prepares tasty meal .,0.5530268549919128
man cooks sauce .,man prepares dinner .,0.6400113105773926
skillful man prepares program .,person prepares useful application .,0.5752723813056946
woman runs software .,person runs software .,0.7598953247070312
person runs software .,skillful woman prepares meal .,0.15404754877090454
person runs application .,skillful man prepares software .,0.3442375361919403
person prepares tasty meal .,person prepares useful application .,0.3165695369243622
woman bakes tasty meal .,woman debugs useful application .,0.18783433735370636
person prepares program .,skillful man prepares software .,0.5955870747566223
woman runs software .,man debugs useful program .,0.32704249024391174
woman prepares sauce .,person runs useful application .,0.06055200845003128
woman cooks tasty meal .,person prepares useful program .,0.03185964375734329
person runs useful application .,woman cooks meal .,0.009009318426251411
man prepares software .,person runs application .,0.39586225152015686
woman prepares program .,skillful person cooks meal .,0.1620209515094757
woman bakes tasty meal .,skillful woman prepares meal .,0.696380615234375
person debugs useful software .,woman prepares useful application .,0.3318655788898468
woman runs software .,man bakes tasty dinner .,0.03459092229604721
woman prepares sauce .,person bakes tasty sauce .,0.6381303071975708
skillful woman prepares application .,skillful man cooks meal .,0.10582756996154785
woman runs program .,woman bakes tasty meal .,0.2776104509830475
man debugs useful software .,man debugs application .,0.924351692199707
man runs software .,person runs useful application .,0.6267627477645874
man runs software .,woman prepares sauce .,0.06139209121465683
skillful man debugs software .,person debugs useful application .,0.7473297715187073
man prepares meal .,person runs software .,0.23302112519741058
person runs application .,woman bakes dinner .,0.050642117857933044
woman runs useful application .,man bakes tasty meal .,0.026791853830218315
skillful person prepares meal .,skillful woman bakes sauce .,0.4910091161727905
man prepares meal .,skillful woman prepares application .,0.16662414371967316
person debugs useful application .,woman bakes dinner .,0.011879971250891685
skillful man debugs software .,woman prepares useful application .,0.2689222991466522
woman prepares tasty meal .,person prepares program .,0.2752203643321991
person prepares tasty meal .,man prepares software .,0.3050289452075958
skillful person prepares meal .,skillful man cooks meal .,0.762718141078949
person prepares program .,person cooks dinner .,0.1393270641565323
woman debugs application .,skillful person debugs software .,0.6826898455619812
man bakes tasty meal .,person cooks sauce .,0.4966007173061371
skillful man prepares program .,person prepares software .,0.6354796290397644
person runs software .,person runs useful application .,0.7724790573120117
man debugs useful application .,woman runs program .,0.1838916391134262
woman bakes dinner .,person debugs useful software .,0.003257641801610589
person debugs useful application .,woman prepares useful application .,0.3747534453868866
person runs useful program .,person prepares useful program .,0.7907652854919434
woman debugs useful application .,man debugs useful application .,0.7330319285392761
woman cooks tasty dinner .,man prepares application .,0.148555725812912
person prepares software .,woman runs software .,0.6190702319145203
person prepares program .,skillful man prepares program .,0.803328812122345
woman bakes tasty meal .,skillful woman prepares meal .,0.696380615234375
skillful man debugs software .,woman prepares dinner .,0.00020711985416710377
man cooks dinner .,woman bakes tasty meal .,0.37282612919807434
man prepares meal .,skillful person bakes meal .,0.6249409317970276
person runs program .,skillful person prepares meal .,0.3271268904209137
man prepares application .,man debugs useful software .,0.2901891767978668
woman runs program .,skillful woman debugs program .,0.5490171909332275
woman runs software .,person runs application .,0.5076478719711304
skillful woman prepares meal .,woman bakes dinner .,0.5673718452453613
woman runs program .,man cooks sauce .,0.007945691235363483
man bakes tasty sauce .,woman debugs software .,0.07892676442861557
skillful man cooks meal .,woman bakes tasty meal .,0.4411047399044037
person prepares useful application .,woman runs program .,0.30738091468811035
skillful man runs software .,skillful man cooks dinner .,0.3630509674549103
person runs software .,person runs useful program .,0.8619336485862732
skillful woman runs program .,woman prepares useful application .,0.6342385411262512
skillful woman bakes sauce .,person prepares program .,0.1826990842819214
woman debugs application .,skillful person prepares meal .,0.05199628695845604
person bakes tasty sauce .,person prepares tasty meal .,0.6722398996353149
skillful man bakes dinner .,woman runs application .,0.04555454105138779
man prepares meal .,skillful person debugs software .,0.05708598718047142
man prepares useful software .,person prepares program .,0.5911902189254761
woman cooks meal .,man runs software .,0.0321689248085022
skillful man prepares sauce .,person prepares software .,0.4009896516799927
woman debugs software .,woman debugs useful application .,0.9051877856254578
woman runs application .,person debugs useful application .,0.318323016166687
skillful man debugs software .,woman prepares program .,0.23895898461341858
person prepares useful program .,man debugs useful application .,0.3813944458961487
skillful person cooks meal .,skillful person debugs software .,0.2121434509754181
skillful woman bakes sauce .,person prepares software .,0.16246818006038666
woman cooks tasty dinner .,person runs program .,0.0016832242254167795
woman prepares tasty meal .,skillful man bakes meal .,0.4755018353462219
skillful person bakes dinner .,woman runs useful application .,0.15051184594631195
man runs software .,woman debugs useful application .,0.28811803460121155
man prepares useful software .,man cooks tasty meal .,0.29367300868034363
person runs software .,woman debugs useful application .,0.3246532678604126
skillful woman bakes sauce .,man cooks tasty meal .,0.3657630980014801
woman prepares program .,woman bakes dinner .,0.2288476526737213
skillful man cooks meal .,skillful person prepares meal .,0.762718141078949
person runs useful application .,skillful woman prepares application .,0.4537988007068634
man runs software .,skillful person cooks sauce .,0.21358941495418549
skillful man debugs software .,skillful person debugs software .,0.9432211518287659
woman cooks tasty meal .,man cooks dinner .,0.4991675019264221
skillful man bakes dinner .,man prepares program ,0.2687740921974182
woman cooks tasty meal .,person runs useful program .,0.009231746196746826
skillful woman bakes meal .,man cooks tasty sauce .,0.29670950770378113
person cooks sauce .,person runs useful application .,0.18345887959003448
woman bakes tasty meal .,skillful woman prepares application .,0.2777160406112671
woman debugs useful program .,woman prepares tasty meal .,0.16870655119419098
woman prepares tasty meal .,woman debugs useful program .,0.16870655119419098
woman prepares tasty meal .,woman cooks tasty meal .,0.8992090225219727
skillful man cooks sauce .,man prepares dinner .,0.6208956837654114
